label,tweet,sentiment
happy,lantunan dawai indah diri isi gegap gempita orkestra kehidupan berikan nada merdu pagelaran kehidupan ceria semoga kesehatan selalu isi indahnya alunan nada ntarkan lagu sukses panggung kebahagiaan kehidupan selamat milad oom [username] barakallahu fii umriik,pos
love,disayangi insan kita sayang satu kebahagiaan tapi dihormati insan kita sayang lebih bermakna tiada kalau sayang tiada hormatnya,pos
happy,apa allah berikan terbaik kita jika apa yang kita meminta [not] sesuai yang allah kasih jangan bersedih lapangkan dada ikhlaskan hati,pos
fear,[askmf] jadi aku punya ganglion ditangan dekat banget urat nadi awalnya aku kira tulang kegeser eh pas cari tau digugel tumor ganglion aku jadi takut ada pernah kayak begini enggak mau tanya dong,neg
sadness,[username] kab bekasi dibenahi tata kelola jalan rayanya daerah nota bene kecil kecelakaan merenggunt nyawa tetangga kani hari terjadi jalan rusak proyek merusak jalan [url],neg
happy,misi mas numpang ngamen kau membuatku merasakan indahnya jatuh cinta indahnya dicintai saat kau jadi milikku makasih kalo enggak punya receh pakai cinta gapapa mas [username] [url],pos
love,ternyata kau alasan aku rela begadang hingga rehat larut malam meski mata mulai berproses membentuk lingkaran hitam sama sekali [not] kupedulikan mungkin rinduku terlalu atau kau memang hobby ketiduran menjengkelkan aku sayang,pos
sadness,mudik kali bawaan lumayan banyak banyak baju dulu beli cirebon dibawa pulang sekarang enggak muat badan lol,neg
sadness,kebutuan menjelang hari lebaran semakin mendesak apa segalanya beli harga sembako pakean semua nya serba ganti bandrol harga semoga di beri kesabaran hati [not] terburu hawa napsu setan [not] bertanggung jawab,neg
sadness,siang tadi merasa bodoh pengin sebuah cafe mana tempatnya sehari hari gue lewatin kalo mau pulang sore begitu pengin museum macan mengira mah jauh selemparan kolor kantor kostan pacar hahaha ku merasa dodonk,neg
love,cinta datang [not] rencanakan cinta datang saja tidak pernah waktu tempat cinta sejati semuanya terjadi [not] sengaja dlm satu detak jantung dalam satu irama tapi menghasilkan moment penuh arti [hashtag] [hashtag] [url],pos
fear,kenapa parnoan aku gede masih halu halu takut sitin kebayang bayang td beraniin kemarin mandi keadaan gue lagi halangan bayangkan sih seram ada bunyi gue asli lemes merinding banget padahal [not] aneh aneh n lngsng ngibrit,neg
love,tahukah kamu pada itu papa merasa gagal membuat anaknya tersenyum saat kamu diwisuda seorang sarjana papa orang pertama berdiri memberi tepuk tangan untukmu,pos
love,kekuatan cinta takkan pernah rapuh terhapus ruang waktu kupercayakan kesetiaan padamu sayang,pos
happy,morningside fazerdaze lagu2nya enaq didengarkan pas halodo alias summer jam pagi sepedaan enak didengarkan pas mood bagus2nya bikin semangats w suka lucky girl little uneasy misread jennifer sama bedroom talks [url],pos
happy,aku habis menonton [hashtag] seru heningnya bikin ketegangan meningkat bahkan beberapa momen aku tutup mulut enggak bersuara endingnya bodoamat sudah ke [hashtag] gue di sini waktu oya saran nih mbake bikin rumah dekat air teejun wae lah,pos
love,waktu merasa hidup enak jadi jauh allah allah kasih ujian ngebuat ingat allah pengin dekeeeet fix kelihatan allah sayang kamu dia tegur hambanya mulai jauh walau tau dosa hambanya penuh,pos
love,[username] hyunmin dooong mereka itu racun banget ke gueee kapal yang paling tulus kapal yang paling romantis bagi gue moment kecil yang mereka buat aja udah bikin gonjang ganjing bodo amat disindir sindir kapal lain wqwqwq gue sayang kapal ini t,pos
fear,[username] tp pengalamanku minim takut orang-orang enggak percaya duluan udah semester atas terus pas oprec kan biasanya wawancara anak angkata bawah suka minder [neg] waah sudah sekalian mutualan yuk aku butuh positive people sep,neg
fear,[username] takut dosa serius sebenarnya aku ingin kayak teman aku menel2 sama pacar nya itu tapi aku lebih takut dosa dosa aku pas sendiri begini banyak kalau punya doi enggak punya ikatan apa-apa,neg
love,akumencintaimu karena disisimu sepiku hilang di sampingmu aku terjaga dan bersamamu aku bahagia,pos
fear,selama enggak sedikit orang mengasih tau berobat sana sana dipijet sini sini tapi saran2 tersebut cuma iyain bukannya enggak mau berusaha takut cuy orang mijet [not] orang medis enggak mengerti anatomi pernah akupuntur sekali itupun sama dokter sudah sekali,neg
fear,di logika begini sblm2nya gua teman-teman gua enggak pernah deket2 kamar enggak ini setan nongol anjir gara2 sih abang jadi nongol setan gua takut,neg
happy,ketika malam minggu [not] menakutkan balet asyik bersama orang-orang hebat,pos
happy,semoga allah terus memberikan ridho berkahnya buat agar pernikahan bisa lebih sekedar menggenapkan separuh agama juga jadi dakwah buat banyak orang,pos
happy,senang menimba ilmu guru besar semoga suatu bisa mereka thanks prof benny and prof teddy,pos
sadness,ada kita kembali pulang lalu meninggalkan semuanya kemudian melupakan segalanya dan hawa hawanya sepertinya mulai terasa freet freet kamfreett nada pesan berbunyi sms masuk,neg
sadness,benarkah sudah waktu pagi hanya semilir angin bercampur embun kurasakan langit langit hitam [not] membiru cahaya mentari [not] jua tiba ufuk timur,neg
fear,gila takut banget gue kaget gue loncat larinya kaget banget hufh habis diluar gue meminta temenin satpam satpam bertanya memang gue bilang pintunya enggak dikunci alesan doang gue takut kalo ngomogin langsung soalnya gais hufh end,neg
fear,pusing qlo begini pilih mana qlo begini at pt airmas asri,neg
sadness,hallo [username] mohon dibantu menyerah pengaduan di kantor cabang sabang jakarta pusat saya lapor tanggal mei masalahnya ketika tarik tunai rekening terdebet uang [not] keluar katanya hari kerja sampai sekarang nihil,neg
love,saat tadi sejoli menyepakati berucap ikrar sehidup semati hadapan keluarga orang tersayang [not] merubah apa mereka yakini masing masing sang maha cinta dan tempat akhirnya sepasang manusia bersatu dalam pelukan nya,pos
sadness,ketika orangtua bilang nak besok2 kalo beli baju [not] kaos pendek lagi beli baju bagus-bagus bisa buat jamiyahan dirumah,neg
fear,bangun tidur banget cek handphone pergantian schedule kalo besok tugas terbang china langsung meleeekk huaaa kok baru gue takut mau tugas terbang,neg
fear,deg degan sebenarnya pertama harus terjun kelas jenjangnya lebih tinggi sebelumnya apalgi sekolah dulu sempat takutin siswa2nyaaa takut iya tapi enggak jalan,neg
sadness,harus berapa ribu kosa kata saya hafal lancar membaca jurnal semoga terbiasa biasa setidaknya pernah berusaha ada disini,neg
love,[username] mencintai jaewon menyayangi jaewon jadi bucin jaewon jadi istri baik buat jaewon request maunya apa,pos
happy,beberapa orang tetap menikmati hidup walaupun [not] pertemukan pasangan memiliki sahabat banyak teman dari orang-orang terdekatnya ia [not] pernah merasa kekurangan kasih sayang,pos
sadness,balik rumah badan jadi melar coba dikosan makan buah buat buka juga cukup percuma deh nurunin berat badan perantauan baliknya nimbun lemak,neg
happy,[username] banyak [not] baca mangany merasa kalo remake amrik kayak powerrmarah cuih baru rilis kemarin padahal manganya mantap bro memang sejujurnya semacam thor dipakein baju ironman,pos
fear,sama kaaak pas lihat ibu bumn auranya beda jadi takut depannya bagaimana semoga jahat segera lenyap banyak muncul tokoh2 benar-benar berjuang buat negara,neg
fear,ingat hepatitis berpotensi timbulkan dampak morbiditas mortalitas termasuk penyakit kronis silent killer serem kan,neg
happy,iya semoga karya terbaik mu skripsi mu lucua2n mu harapan aku kamu kesembuhanmu nold,pos
love,ketika ditanya alasan aku mencintai aku [not] pernah menjawab aku digerakkan cinta mencintai [not] aku menggerakkan cinta cintalah menyatukan aku dia [not] aku menyatukan cinta dirinya,pos
happy,produce versi indonesia pelatih dance agnes monica bisma smash cinta laura vocal bertha mas anang bunda maya rap younglex soimah mc irfan hakim gilang ramzi ayu dewi excited neh gue wkwkkwkwk,pos
love,katakan rindu padaku katakan cinta padaku bila memang ada perasaan akan ku sambut pelukan mesra untukmu jika kamu mau menjadi kekasihku,pos
sadness,ternyata aku terjebak ujian sama ujian merindukanmu [not] siapa-siapa kerinduan menguji [not] bertindak apa-apa perlu kau tau hal yang ku maksud kamu cukup menguras hati,neg
happy,juli selamat datang palembang antho morgante afs belgia lucia montini afs italia senang akhirnya bertemu kalian welcome palembang,pos
love,nyampe rumah alhamdulillah teryata bapak suami masak capcay bihun goreng berangkat kerja tadi pagi kayak begini nih bikin selalu cinta,pos
love,terlalu cinta anggaplah semua wujud sempat hidup disini aku cintai begitu aku sayangi mencoba melindungi jalan kisah aku belajar banyak mengenai keputusan ketegasan rasa sungkan kenyamanan pertemanan kasih sayang kebaikan,pos
happy,karena makan bersama berbincang orang tersayang terasa nikmat by me taichangoreng,pos
sadness,dia dulu penyanyi dangdut masih pakai baju seksi pas manggung harus trima2 kalo yang chat kayak mas pesepak bola ya cuma cara penyampaiannya diputer puter pokoknya pia palen paling salah pokokmen,neg
fear,trs pas sampai staisun nya nih beliau marah-marah dong gue pakai gopay yha bagaimana suka-suka gue atuhlah mau payment via apa krn gue takut gue langsung kabur msk stasiun nya,neg
sadness,punya beberapa kaos gildan cenderung lebih cepat buluk jahitan rantainya yang copot karena produksinya massal jadi qcnya sedikit kurang sepertinya sayang kan kalau design bagusnya enggak dibarengin kualitas kaosnya,neg
fear,dilema mau testing prod version prod environment mesti downtime kalo kagak takut ganggu operasional aplikasi eksisting masih jalan itu bikin data kotor,neg
sadness,teringat dulu ngejar2 pak sampai annex membela-bela toefl jakarta [not] persiapan samsek mengirim hasil toefl bandung ngumpulin berkas itu dll,neg
sadness,alamak kehebohan tiap malam dua eyang pengen gadengerin kencang semua suara suara sinetron vol up akhirnya hapal jadwal sinetron sctv rcti sore malam jam11 pencapaian,neg
sadness,ku ingat ayahku berpulang hampir 3bulan lalu kalo kesempatan sekali rasanya aku enggak mau waktu yang kebuang bersama ayah,neg
happy,the best of dongeng tidur terima kasih teh me purple you gbu mksh deh bikin kobam n bawa perasaan malem2 mksh bikin aku cinta sama couple disaat aku deh mau move on mksh dah bikin keinginan punya pacarku muncul makasih may allah always bless you aamiin [username] [url],pos
happy,sekarang [not] lagi menggantungkan ke orang berusaha mengenal mencukupi apa saya butuhkan sendiri sandaran saya hanya allah orang tua saya selalu yakin kelak ada orang mampu mengisi zona lebih baru,pos
fear,selalu menyimpan pemikiran kekhawatiran pada diri sendiri takut semua orang menampak baik-baik hingga lupa rasanya berkawan melegakan,neg
fear,parno sendiri kalo buka video twitter kemarin malam ngelempar hape gegara awal video gambar nissa sabyan pas akhirnya malah hantu keluar hhh,neg
love,inti thread sebenarnya mau mengucapkan selamat tanggal ke buat kamu sudah mau berbagi rasa sayang selalu sabar ngadepin dan baru menyadar ternyata kamu termasuk kado natal saya meminta tuhan dulu [username] [url],pos
happy,hidup adalah petualangan ali semua orang memiliki petualangannya masing masing jadilah seorang petualang melakukan terbaik [neg] ayah ali matahari [url],pos
sadness,marak isu sexual harassment mulai gitasav via katanya enggak diam jadi speakup biar masyarakat aware peduli menurutkuuu apa dilakukan via [not] speakup lebih mempermalukan,neg
love,yang kangen kamu pengen memeluk kamu pengen berduaan sama kamu aku tunggu kok kamu balik love lu sayang [username] [url],pos
fear,[hashtag] mau browsing harus pakai paketan internet kuotanya mbak per hari sinyal maksimum edge pun hantui rasa khawatir kelewatan batas kuota pulsa reguler takut kesedot,neg
fear,pertama kali lihat langsung penampakan tempat gak pernah lupa seumur hidup ternyata sejarahnya memang mengerikan gak heran orang enggak pernah lihat sebelumnya kayak akupun lihat cobain deh kesana gih,neg
sadness,ikhlas iyaa buk jawaban yang keluar mulut pada itu walau samar masih terdengar kami ke kamar untuk kemudian diam pikiran masing masing,neg
fear,menurut ferry julianto foto-foto menjadikan jokowi was2 foto ini malah memalukan masa iya petinggi ketua partai jadi jongos ormas,neg
fear,[askmf] serius bertanya kucing kalo bangun jamberapa aku ngambil anak kucing jalan terus aku umpetin bawah kolong kursi takut ketahuan bunda takutnya besok pagi bunda bangun malah buang anak kucingnya,neg
love,my baby [username] baik baik baik baik baik anak mamih cantik jangan 1440jam engkau tinggalkan mamih sayang mamih kering tanpamu love you rien ku sayang,pos
sadness,akibat indak uangmu [not] menampak orangpun cuek pura-pura indak kenal jangankan manusia iblispun indak mau lihat kamu dan kebanyakan sifat manusia melebihi iblis serakah rakus jadi selalu lah diam tenang [not] dinilai uang [hashtag],neg
fear,pas ngerjain thesis hampir tiap hari tertekan sampai sekarang suka gelisah kalo malam2 tidur sama bangun tidur kaya rasa takut gue lupa melakukan suatu atau kelewatan suatu ampe pagi begini kadang jadi enggak tidur,neg
sadness,tau di rs ku ucap lekas sehat mas btw ku canggung chat sama laki laki lebih tua hari itu kabar kalau sih mas masuk iccu ku kaget tau kabar beritanya mendadak drop,neg
happy,kenapa kalo melihat orang melakukan seram kalo melakukan sendiri berani kalo melihat pasien tuh kayak jadi melakukan apa buat begitu [hashtag],pos
love,happy anniversary bulan sayang semoga allah swt mengasih rezeki banyak biar bisa cepat naik pelaminan menjadi keluarga sakinah mawadah warohmah,pos
fear,saking takutnya sakit macam macam selalu berusaha menghindari konflik mencari ketenangan tapi sulit sekali saya jadi takut,neg
love,jenniku sanagat cantik nan menggemaskan bayi aku sayang banget sama kamuuu pas imutan bayi nanti [url],pos
fear,setelah dipikir pikir benar sih kan google maps hnnggg enggak maksudku ini kan desa kan takut nyasar terus aku hilang bagaimana,neg
sadness,kita enggak mengatur otak orang menjaga hati orang disaat berniat menghasut orang membenci dan berhasil ya terima kalo yang terhasut enggak layak lebih lama jadi teman,neg
sadness,tiap meminta perawatan sama mama suka dibilangin macam-macam ketergantungan lah banyak bahan kimia nya lah jdnya doi suka membikin masker yang benar-benar alami bengkoang plain yoghurt kadang strawberry ya efeknya lama ceu,neg
fear,maka dilakukan papa dudum diruang tamu menunggumu pulang hati sangat khawatir dan perasaab khawatir berlarut larut ketika melihat putri kecilnya pulang larut malah hati papa mengeras papa memarahimu,neg
fear,pernah dulu pas pulang banyuwangi bisnya seram kayak begini asli enggak merem sama sekali takut kalo sewaktu waktu nabrak [url],neg
love,menurutmu ketika seseorang selalu muncul dipikiran selalu terbayang dipikiran serta selalu bicarakan dan tulis dibuku diary seseorang sudah membuat jatuh cinta iya jadi [url],pos
love,ketika tau cintanya luar biasa dibalas dicintainya pesona wanita terlihat abu matanya ketika tau sayangnya luar biasa dibalas yang disayanginya hanya dengan senyuman tulus bisa jatuh cinta kepada yang empunya senyum,pos
happy,untungnya menemukan cowok sayang banget sama aku apa adanya aku segala baik bobrokku lebih banyak kurangnya begini enggak ngungkapin apa-apa selain bersyukur bersyukur bersyukur,pos
fear,tapi kalo ditelisik ya anjir siap itu bebet bobot bibit apanyalah kan sulit lulus kuliah beloman memikirkan begituan terlalu visioner bung,neg
love,kemana cinta pergi cinta bertindak bagai jantung sebuah hubungan memberi denyut hubungan dapat hidup hingga detik aditia yudis,pos
love,kehidupan terindah membahagiakan mana allah membuat selalu cinta nya di mana ada orangtua kita cintai selamat hari anak nasional terus berusaha menjadi seorang anak dapat membahagiakan orangtua agama bangsa negara azure,pos
happy,sekarang ku mengerti dulu waktu kuliah dipaksa lembur begadang tugas semata2 buat nyiapin lu lembur begadang kayak quda pekerjaan kelar on time ok lesson learned honey,pos
happy,terkadang mendapatkan hal tertentu [not] membutuhkan persetujuan pihak manapun [hashtag] bismillahirrahmanirrahim [hashtag] [hashtag],pos
sadness,jangan pernah membohongi mempercayai kamu sebaliknya [not] percaya mereka yang berbohong kamu [hashtag] pertanyaannya kalau aku lugu bagaimana dong kak aku enggak tahu bohong apa enggak [hashtag],neg
love,tante kiref tante aktif aku sering lihat tante muncul grup sering mengasih makan perhatian dong pasti semangat terus tante sehat terus aku sayang tante,pos
love,tersulah ku mau darimu ini kau berkata jujur tentang cinta sengaja kau bungkus amarah bukankah kau berhasil mengalahkanku pertama kali aku jatuh cinta senyummu itu terakhir izinkan aku meminjamnya sekali [username],pos
sadness,innalillahi wa inna ilaihi raji un mohon doanya teman-teman ayahnya [username] barusan meninggal semoga diampuni segala dosa2nya keluarganya beri keikhlasan kekuatan aamiin yaa rabbalallaamiin,neg
fear,ayahku mau bali tadi aku kabarin ini terus ayah bilang kalo ayah wafat doain blabla sumpah aku jadi takut banget sama namanya meninggal,neg
fear,dilema banget anjir mau kentut takut keluar gakcuma gas mau berak enggak mules,neg
love,manusia tadi belajar apa ia sukai belajar menjadi gamer si hacking psycologhy tricky memperdalam anime menggambar it ect [not] cuma merubah sikap derjat gaya berpakaian saya di sekolah,pos
sadness,kamu ah aku benci semuanya,neg
love,halo sayang siang semangat kerjanya [not] lupa makan makanan sudah aku bawain kalo capek istirahat dulu sebentar baru lanjut kerja me love you [not] much,pos
love,[username] centil repot habis enggak tau malu cerewet parah teman usil koki terbaik sepanjang masa paling sayang sama aku bela membela nganter kesana kemari hal yang enggak diungkapkan kata kata wkwk,pos
love,kasih sayang ibu berikan [not] harta melimpah [not] rumah mewah hanya doa tulus hati senyummu tetap merona sepanjang hidup kau jalani nak [url],pos
sadness,diyana sakid hati ia menggerogoti pensil menghilangkan kesedihannha,neg
sadness,jadi certnya kemarin pas ibdah kesaksian sih ibu berkali2 selingkuhi sama suaminya sih ibu tetap sabar awlnya pkir bodo ya dislngkuhin berkali2 tetap diam,neg
love,risha sayang mas imbuhnya kemudian mendaratkan kecupan singkat atas bibir arsya dan menarik diri arisha mengulum senyum buru buru bersiap pergi,pos
happy,pak [username] di pastikan terpilih di pilpres pesaing nya ini proses demokrasi agar berjalan baik percaya diri bures,pos
happy,go seung jae sama song hyeri kapan jadiannya nih gue menunggu kepo sama ending hubungan huhu padahal seung jae munculnya cuma bentaran doang berhasil merebut atensiku mas choi myeong ho ganteng,pos
fear,ini mbak skrg orang hobi bongkar2 twitt lama [neg] gw kadang takut speakup cuman kepikiran adakah twitt gue dulu2 brppun ada sempat nyinggung orang,neg
happy,saat gue menyadari kekuatan emak mendoakan anaknya dia memang pengin salah satu anaknya diranah kesehatan mungkin doa gue lebih manjur beliau jadi gue keterima ekonomi meninggalkan poltekkes bekos gabetah for some reasons,pos
fear,sobatkenthel duren sawit bilang bikin indomie sante bae lalu dengan bodohnya scroll timeline menemukan foto pocong suzanna membuat takut dapur,neg
sadness,[hashtag] bulan ramadhan semoga otak gue nyantol sama permendikbud2 dkk kurtilas ih kurtilas ternyata ini [url],neg
happy,dengan berbeda suku agama marilah jaga persatuan persaudaraan [not] adanya pemilihan presiden bupati terpecah belah jangan karena kita [not] saling menyapa kita tetap bersatu padu [username],pos
sadness,watch this ini sulit aku bahasakan tman2 pergerakan inti nya pandang cadar pilihan terlepas cocok budaya atau [not] krn muslim ah ini toleransi [url],neg
love,tatkala semesta menciut menjadi sesosok makhluk tatkala sesosok makhluk meluas bahkan menjangkau tuhan itulah cinta,pos
happy,kalian kerja qeras bagay quda banget buat kambek kali t t baiklah besok2 streaming melon sama mv nya lebih semangaaatttzzzsss yaaaaa [username],pos
happy,happy wedding elizasekar semoga langgeng kakek nenek [hashtag] [hashtag] [hashtag] [hashtag],pos
fear,aq lebih takut sama manusia sama setan gk pernah setan kemanusiaan kalo manusia kesetanan banyak bahkan seram habis,neg
fear,[username] tapi memang jadi keeengganan memulai interaksi baru ataupun berinteraksi yang sobat lama yg baru takut ngecounter semua yg lama takutnya berubah jadi counter total yang dulu,neg
fear,asli parno banget kebangun bunyi2 dekat telinga ada nonjol di balik gorden,neg
love,sebenci bencinya kau sikap keras menyebalkanmu sendiri adalah orang rela menukarkan banyak singgahnya untuk cepat cepat rebah samping tubuhmu lalu memelukmu berkata kamu jadi apa dan akan tetap cinta,pos
sadness,[username] gak perlu bang karni perlu buka sekarang kasus2 pelanggaran ham penculikan pembunuhan mahasiswa era orde baru,neg
sadness,[username] iya kali cikk apalagi kaya besok mau pemadaman hmm byasanya kan kalo deh mepet enggak air ataupun listrik kos lu huhuuu,neg
happy,kuliner lagi hitz yogyakarta namanya ceplukan jaman kecil tahun an suka mencari ceplukan kebun setelah hampir tahun makan buah lagi viva lah ceplukan [url],pos
love,hueee sayang guaaa kok jadi melow begini sih love lu aaahhhh cinta [not] much gue beruntung sih jumpa sama lu my sweetie,pos
love,alhamdulillah sayang [username] enggak sia2 beberapa bulan aku ambekin kalo males2an aku kejar2 terus biar cepat kelar saha [not] mengkhianati hasil rite one step closeri love you cayanggg,pos
sadness,bagi rapot batin haha misalnya nih indikator kepercayaan diri teman kecil perlu dibimbing lebih baik di satu sisi jadi pengingat cambukan kalo aku krisis kepercayaan diri hehe,neg
fear,iya kalo [not] lulus terus begituan ngeri anjir apalagi ditanya soal kimia fisika matematika,neg
happy,tahun kayanya pd na young suka mengasih kado ultah paling special karena series njtw bakal lanjut season dan kalo gue enggak salah bakal jadi comeback nya kyuhyun habis wamil chukae,pos
fear,punya trauma minum air galon mungkin gara-gara air galon kepapr sinar matahari langsung kebeli sama ibu mangkanya berubah rasa pas gue minum guenya langsung muntah,neg
sadness,mungkin allah mencubitku ujiannya mungkin allah sedang rindu rindu rintihanku rindu sujud panjangku rindu puji pujianku padanya atau saja allah cemburu karna aku lebih sayang merindukanmu lelakiku,neg
happy,wah keren ada yang mirip [pos] pakai baju koko sarung lebih keren [pos] liaitukalia pakaianya diganti jadi,pos
fear,saat mengurus cuma aku jujur deg-degan takut panik harus berhubungan sama biro keuangan galaknya naujubile cuma ngandelin modal nekatbuat mengomong ke birokrasi sama dikit2 telfon beberapa senior yang aku anggap tau segalanya hal waktu,neg
love,aku sayang banget sama sama sayang banget aku aku sama dia sudah dekat banget selalu main bareng belajar bareng sudah kan jadi sahabat rasa pacar [not] sedih dong banyak cara selalu bersama [not] memiliki [url],pos
sadness,kalo enggak mengurus anak enggak usah punya anak sih allah kasihan banget gue enggak tega anak disiksa kayak gue kalo punya anak bakalan gue sayang banget [pos] kenapasih melakukan kekerasan padahal anak kan titipan allah dijaga kalo salah dikasih tau baik baik,neg
sadness,kali ku merasa cinta memaksaku bicara haruskah ku menerima kenyataannya berbeda ku biarkan semua terjadi tetap ini mungkinkah ku akan memilikinya,neg
fear,aku jadi takut bila hati aku deh mula sayang someone takut ditinggalkan takut berharap takut berubah takut hadapi realita bila something bad happen pendek kata takut benda ke arah aku dia [not] bersama,neg
sadness,[username] [username] [username] [username] [username] [username] [username] [username] gini lho mas amalan nu misal tahlilan ziara kubur yasinan bilang bid ah sesat sama kawan kawan terus jawab kadang dilawan balik disk,neg
happy,disini tempat ternyaman melihat seberapa indah matahari terbenamtempat butuh waktu sendiri,pos
happy,siapa sih [not] ngiler lihat duit umat melimpah mudah menumpuknya orang kuat imannya [url],pos
love,bidadari manusia idaman udon pakai kasih sayang pulangnya bawa pulang madu erikacang ku sayang semoga senyuman manismu semanis cintamu padaku,pos
fear,kok aku merinding sekaligus takut takut kejebak sama imajinasi sendiri diam diam ternyata di hidupku kehadiran orang kamu jelaskan dan aku enggak sadar,neg
fear,di kostan gue sering muncul gue sama teman gue selalu matiin muncul dan akhirnya terakhir bakar sekarang enggak pernah muncul takut banget sama sumpah,neg
love,jangan takut negatif thinking enggak aka pernah kasih positif jadi tetap optimis kalau besok terjadi something kamu enggak harapin tetap ingat tuhan i love,pos
sadness,cewek paling enggak suka dikasarin dibohongin dicuekin didatangi pas butuhnya doang,neg
fear,sy kira [not] saatnya beliau perlu learning experience dulu lah biar betul matang ya jadi bupati wali kota gubernur baru capres wapres usianya muda indonesia [not] jadi coba2 [url],neg
fear,abang gue takut tetiba ditelp sama pihak rs apa kali secara doctag gue cantumin nama no telp jadi kalo kenapa2 sama gue yang bakal telp,neg
fear,dunia maya tadi lihat ig ngeri euy videonya mana ngedamprat ceweknya badannya gede gempal diseruduk enggak melawan,neg
sadness,tibalah di penghujung persimpangan di penghujung jalan cinta kita berdua terpaksa ku relakan tak daya ku halangkan kerna ku tahu cintamu bukan milikku,neg
love,happy annyversarry pertama kalinya trsrah orang mau bilang apa aku enggak pdli ini aku merasai slma 1blan aku cukup bahagia sama kamu smuanya baik [not] masalah yy sayang cemburu orang wajarkan dan semoga juga makin mngrti satu sama,pos
happy,teringat dulu smnggu kompre tiap malam menangis terus seminggu ukmmpd menangis cemas takut enggak tau apa-apa minder sama kawan2skrng doa terjawab terimakasih yesusku,pos
love,lu kaget kan gua sayang sama lu gua enggak tau wkwk padahal gua baru putus yekan lu tau sendiri dekat lama sering tuker pikiran pendapat gua mau sekarang tuker perasaan,pos
happy,mak gregah lantas bangkit tempat duduk mematikan saluran wi dan membayar kopi saya tinggalkan kajen beralih masjid si mbah ronggo kusumo ngemplak kidul ada belakang rumah ikut kawan nabuh beduk,pos
fear,menunggu penjelasan bersangkutan dulu ndul boleh cc ndul daku takut men cc kena semprot orang yang mengaku paling dekil seantero tuiter,neg
love,[c48] eps gue makin sayang semua trainee kayak gue ngeharep semua debut begitu enggak cuma lolos bcs now i feel like they all deserve that,pos
love,kamu memang dingin tapi kamu perhatian kamu keras denganmu aku diajarkan caranya jadi wanita [not] manja tetap tangguh ah sayang,pos
sadness,gue benci hutang jujur [not] lulus jeratannya senang sama dunia kalo bisnis pakai uang kita [not] tau laku berapa sudah mendahului allah bakal habis buat menutupi bisnis,neg
fear,hmm thailand juga tuh kebetulan suka wisata kuliner sih ngeri disana banyak enggak halal malah enggak makan apa-apa,neg
fear,niat awal mau belanja tapi tau ekspedisi overload itu bakalan lama banget sampainya mending batal pada tiap hari gegana menunggu paketan,neg
fear,klo kemaren2 sih aku memang enggak pernh ngeplay video ya takut enggak tidur terakhir btw semoga enggak salah pilih jawaban buat voting selanjutnya,neg
sadness,[username] lepas pukul lima tepi pelataran senja kau beri kode lewat tatapan mata sempat aku mengira cinta ternyata justru lara engkau berkata minggu depan aku nikah datang,neg
sadness,[username] reply1988 im not robot fight for my way its okay thats cinta goblin ingat kayaknya gua demen mewek terutama drama yang ditinggal meninggal memang cengeng,neg
fear,nah dia aku awal melihat step sudah heran gelas kalo dicelup air panas sama air dingin bergantian pecah bagaimana kulit wajah udah ngeri duluan jadi aku enggak pernah mencoba,neg
sadness,[username] membayangkan dirimu bercengkerama wanita wanita cantik barusan lumayan memantik api kecemburuannya sampai [not] disadari mengerucutkan bibir mengerutkan kening maka itu [not] menolak usapanmu pipinya melirikm,neg
happy,ustad [username] ingin bertanya apakah ustad mengajari saya jadi curiga saya ulang2 video ini tapi tetap mengakak,pos
sadness,jika engkau menolak sebuah ketulusan janganlah kau menolak jika engkau menolak mungkin hanya senyum atau diam menganggukkan kepala seseungguhnya [not] marah sedih jika engkau buatnya sedih niscaya sulit datang ketulusan,neg
happy,ikut belajar berlatih keseharian militer ternyata banyak hikmahnya terutama masalah kedisiplinan disiplin ibadah shalatnya tbm,pos
love,dia taruh jari telunjuknya jidatku mangkanya beli susu tuh diminum vitaminnya [not] kelewat kan ribet kalo mau jalan tempat umum kamunya baru jalan 5menit kliyengan aku senyum senyum sayang heheu,pos
sadness,terkadang apa kau dapati miliki ini orang yang menginginkanya apapun karena enggak semua beban di tanggung seorang gantleman dialog dini hari,neg
sadness,fyi dan bapak tadi ku temuin stasiun dalam kondisi semua badannya dingin mukanya pucat kayanya [not] makan dia bawa kantong plastik isinya cuma air minum ukurankecil,neg
happy,[username] [username] amat mukanya ahahaha kemarin kalo taehyung kan cuma kita menang ini jimin anjir hahahaha tengil banget mukanya,pos
fear,segede bisa makan anjing segede mungkin bisa makan anak-anak kecil bisa bilang ularnya kasihan ditempat aman coba kalo kita disana ngeri,neg
sadness,kalo laper jam segini jakarta gampang mencari makan disini ada makanan sisa buka sudah bersyukur dan iya gue laper sekarang,neg
love,di sini tempat tumpahnya kasih sayang seorang ibu masakan percayalah tiada masakan paling sedap atas dunia nih masakan air tangan seorang ibu siapa setuju,pos
sadness,[username] [username] [username] kok sedih baca apa kabar ibu-ibu cuman fokus urus anak ibadah duit ngepas jadi enggak budget bahkan buat beli bedak doang badan melar ngabisin makan anak-anak sayang uangnya kalo dibuang ga pantas dicintai suami,neg
happy,heads up warpaint nah bandnya sih mbak t tadi enggak kalah kece walopun lagu-lagunya lebih ngepop lebih mainstream yang sebelumnya enggak bikin kecean mbak-mbak luntur w suka banget so good whiteout sama the stall [url],pos
